CAR No,mileage,engine,max_power,seats,year,km_driven,fuel,seller_type,transmission,owner,Loan_Amount
161421,20.0 kmpl,1399 CC,68.1 bhp,5,2013,100000,Diesel,Individual,Manual,First Owner,240000
161422,23.0 kmpl,1396 CC,90 bhp,5,2010,120000,Diesel,Individual,Manual,Third Owner,215000
161423,22.9 kmpl,1248 CC,74 bhp,5,2012,90000,Diesel,Individual,Manual,Second Owner,400000
161424,19.0 kmpl,998 CC,67.1 bhp,5,2012,90000,Petrol,Individual,Manual,First Owner,191000
161425,14.0 kmpl,2498 CC,112 bhp,8,2013,100000,Diesel,Individual,Manual,Second Owner,351000
161426,21.9 kmpl,624 CC,37.48 bhp,4,2015,20000,Petrol,Individual,Automatic,First Owner,250000
161427,18.1 kmpl,1493 CC,110 bhp,5,2009,90000,Diesel,Individual,Manual,Second Owner,210000
161428,17.6 kmpl,1496 CC,88.7 bhp,5,2011,120000,Petrol,Individual,Manual,Third Owner,300000
161429,25.83 kmpl,1498 CC,99 bhp,5,2017,35000,Diesel,Individual,Manual,First Owner,700000
161430,11.8 kmpl,1991 CC,150 bhp,5,2010,120000,Diesel,Individual,Manual,Second Owner,500000
161431,16.1 kmpl,796 CC,37 bhp,4,2002,120000,Petrol,Individual,Manual,First Owner,120000
161432,22.54 kmpl,1396 CC,88.76 bhp,5,2019,10000,Diesel,Individual,Manual,First Owner,850000
161433,,,,,1994,100000,Diesel,Individual,Manual,Second Owner,120000
161434,25.5 kmpl,1498 CC,98.6 bhp,5,2017,65000,Diesel,Individual,Manual,Second Owner,770000
161435,13.5 kmpl,1799 CC,130 bhp,5,2007,90000,Petrol,Individual,Manual,Third Owner,245000
161436,20.92 kmpl,998 CC,67.1 bhp,5,2012,90000,Petrol,Individual,Manual,First Owner,250000
161437,21.19 kmpl,1396 CC,88.76 bhp,5,2016,42323,Diesel,Dealer,Manual,First Owner,651000
161438,16.8 kmpl,1497 CC,116.3 bhp,5,2013,42462,Petrol,Dealer,Manual,First Owner,480000
161439,25.2 kmpl,1248 CC,74 bhp,5,2015,54723,Diesel,Dealer,Manual,First Owner,470000
161440,27.3 kmpl,1498 CC,98.6 bhp,5,2016,30000,Diesel,Individual,Manual,First Owner,500000
161441,19.62 kmpl,1998 CC,190 bhp,5,2011,42545,Diesel,Dealer,Automatic,First Owner,1075000
161442,25.1 kmpl,1248 CC,88.5 bhp,5,2016,32000,Diesel,Dealer,Manual,First Owner,690000
161443,,,0,,2017,41232,Diesel,Dealer,Manual,First Owner,589000
161444,,,0,,2017,41232,Diesel,Dealer,Manual,First Owner,589000
161445,20.89 kmpl,1197 CC,81.80 bhp,5,2018,20375,Petrol,Dealer,Manual,First Owner,480000
161446,28.4 kmpl,1248 CC,74 bhp,5,2013,43978,Diesel,Dealer,Manual,Second Owner,450000
161447,24.3 kmpl,1248 CC,88.5 bhp,5,2018,50000,Diesel,Individual,Manual,First Owner,770000
161448,21.0 kmpl,1498 CC,74.96 bhp,7,2015,40200,Diesel,Dealer,Manual,First Owner,445000
161449,18.6 kmpl,1197 CC,81.83 bhp,5,2018,30000,Petrol,Individual,Manual,First Owner,700000
161450,20.77 kmpl,1248 CC,88.8 bhp,7,2014,90000,Diesel,Individual,Manual,First Owner,560000
161451,21.7 kmpl,1498 CC,98.96 bhp,5,2013,48000,Diesel,Dealer,Manual,Second Owner,475000
161452,27.4 kmpl,1498 CC,98.63 bhp,5,2014,27233,Diesel,Dealer,Manual,First Owner,465000
161453,23.4 kmpl,1248 CC,74 bhp,5,2017,28832,Diesel,Dealer,Manual,First Owner,520000
161454,15.0 kmpl,1368 CC,90 bhp,5,2011,35000,Petrol,Individual,Manual,First Owner,225000
161455,16.02 kmpl,1373 CC,93.7 bhp,7,2015,35000,Petrol,Individual,Manual,First Owner,700000
161456,24.3 kmpl,1248 CC,88.5 bhp,5,2017,40000,Diesel,Individual,Manual,First Owner,780000
161457,17.7 kmpl,1497 CC,78 bhp,5,2006,80000,Petrol,Individual,Manual,Second Owner,93150
161458,17.21 kmpl,1493 CC,100 bhp,7,2016,30000,Diesel,Individual,Manual,Second Owner,403000
161459,19.81 kmpl,1086 CC,68.05 bhp,5,2009,50000,Petrol,Individual,Manual,Second Owner,229999
161460,26.59 kmpl,1248 CC,74 bhp,5,2016,40000,Diesel,Individual,Manual,Second Owner,525000
161461,16.02 kmpl,1373 CC,93.7 bhp,7,2014,25000,Petrol,Individual,Manual,First Owner,560000
161462,15.1 kmpl,2179 CC,152.87 bhp,7,2020,120000,Diesel,Individual,Manual,First Owner,830000
161463,21.1 kmpl,1248 CC,73.9 bhp,5,2011,60000,Diesel,Individual,Manual,Second Owner,250000
161464,15.96 kmpl,2523 CC,63 bhp,9,2014,110000,Diesel,Individual,Manual,First Owner,450000
161465,15.4 kmpl,1997 CC,120 bhp,7,2016,67000,Diesel,Individual,Manual,First Owner,745000
161466,20.0 kmpl,1399 CC,68 bhp,5,2010,50000,Diesel,Individual,Manual,Second Owner,144000
161467,18.2 kmpl,1061 CC,64 bhp,5,2008,40000,Petrol,Individual,Manual,First Owner,120000
161468,11.57 kmpl,2179 CC,138.1 bhp,7,2008,120000,Diesel,Individual,Manual,Second Owner,300000
161469,16.1 kmpl,796 CC,37 bhp,4,1999,100000,Petrol,Individual,Manual,First Owner,52000
161470,10.5 kmpl,2179 CC,120 bhp,8,2003,98000,Diesel,Individual,Manual,First Owner,300000
161471,13.6 kmpl,2523 CC,63 bhp,7,2009,150000,Diesel,Individual,Manual,Second Owner,270000
161472,22.1 kmpl,1248 CC,74 bhp,5,2014,38000,Diesel,Individual,Manual,First Owner,260000
161473,23.59 kmpl,1364 CC,67.05 bhp,5,2015,120000,Diesel,Individual,Manual,First Owner,475000
161474,20.0 kmpl,1399 CC,68 bhp,5,2011,103000,Diesel,Individual,Manual,Third Owner,302000
161475,16.1 kmpl,796 CC,37 bhp,4,1994,60000,Petrol,Individual,Manual,First Owner,45000
161476,24.3 kmpl,1248 CC,88.5 bhp,5,2017,80000,Diesel,Individual,Manual,First Owner,775000
161477,20.77 kmpl,1248 CC,88.76 bhp,7,2015,50000,Diesel,Individual,Manual,First Owner,700000
161478,25.2 kmpl,1248 CC,74 bhp,5,2014,90000,Diesel,Individual,Manual,First Owner,530000
161479,21.5 kmpl,1497 CC,108.5 bhp,5,2017,70000,Diesel,Individual,Manual,First Owner,869999
161480,14.9 kmpl,1991 CC,112.2 bhp,5,2006,110000,Diesel,Individual,Manual,Fourth & Above Owner,155000
161481,23.84 kmpl,1199 CC,83.83 bhp,5,2019,30000,Petrol,Individual,Automatic,First Owner,550000
161482,26.59 kmpl,1248 CC,74 bhp,5,2016,80000,Diesel,Individual,Manual,Second Owner,600000
161483,19.3 kmpl,1248 CC,73.9 bhp,5,2012,110000,Diesel,Individual,Manual,Second Owner,430000
161484,18.8 kmpl,1248 CC,90 bhp,5,2010,120000,Diesel,Individual,Manual,First Owner,246000
161485,17.3 kmpl,993 CC,60 bhp,5,2003,120000,Petrol,Individual,Manual,Third Owner,120000
161486,18.6 kmpl,1197 CC,81.83 bhp,5,2014,70000,Petrol,Individual,Manual,Second Owner,565000
161487,22.54 kmpl,1396 CC,88.76 bhp,5,2018,60000,Diesel,Individual,Manual,First Owner,850000
161488,19.7 kmpl,796 CC,46.3 bhp,5,2006,90000,Petrol,Individual,Manual,First Owner,160000
161489,19.5 kmpl,1248 CC,75 bhp,5,2014,142500,Diesel,Individual,Manual,First Owner,325000
161490,12.05 kmpl,2179 CC,120 bhp,8,2011,90000,Diesel,Individual,Manual,Third Owner,450000
161491,19.81 kmpl,1086 CC,68.05 bhp,5,2015,50000,Petrol,Individual,Manual,First Owner,310000
161492,25.8 kmpl,1498 CC,98.6 bhp,5,2013,90000,Diesel,Individual,Manual,Third Owner,250000
161493,26.59 kmpl,1248 CC,74 bhp,5,2015,115000,Diesel,Individual,Manual,Second Owner,420000
161494,15.0 kmpl,1396 CC,98.6 bhp,5,2013,150000,Petrol,Individual,Automatic,Second Owner,330000
161495,20.4 kmpl,1197 CC,81.80 bhp,5,2015,68000,Petrol,Individual,Manual,Second Owner,405000
161496,15.96 kmpl,2523 CC,62.1 bhp,7,2013,90000,Diesel,Individual,Manual,Second Owner,400000
161497,15.6 kmpl,1497 CC,116.3 bhp,5,2010,110000,Petrol,Individual,Automatic,Third Owner,409999
161498,15.96 kmpl,2523 CC,62.1 bhp,7,2013,70000,Diesel,Individual,Manual,Second Owner,500000
161499,15.1 kmpl,2179 CC,140 bhp,7,2011,80000,Diesel,Individual,Manual,Third Owner,590000
161500,,,,,2006,118000,Petrol,Individual,Manual,First Owner,80000
161501,19.81 kmpl,1086 CC,68.05 bhp,5,2007,100000,Petrol,Individual,Manual,Second Owner,135000
161502,18.9 kmpl,998 CC,67.1 bhp,5,2004,70000,Petrol,Individual,Manual,Second Owner,70000
161503,16.1 kmpl,796 CC,37 bhp,4,2004,77000,Petrol,Individual,Manual,Third Owner,45000
161504,28.4 kmpl,1248 CC,74.02 bhp,5,2018,35500,Diesel,Individual,Manual,First Owner,650000
161505,20.51 kmpl,998 CC,67.04 bhp,5,2018,17500,Petrol,Individual,Manual,First Owner,400000
161506,23.95 kmpl,998 CC,67.05 bhp,5,2017,27000,Petrol,Individual,Manual,First Owner,350000
161507,24.0 kmpl,1186 CC,73.97 bhp,5,2017,60000,Diesel,Individual,Manual,First Owner,550000
161508,20.51 kmpl,998 CC,67.04 bhp,5,2016,25000,Petrol,Individual,Manual,First Owner,350000
161509,26.59 kmpl,1248 CC,74 bhp,5,2015,80000,Diesel,Individual,Manual,First Owner,459999
161510,19.7 kmpl,796 CC,46.3 bhp,5,2012,60000,Petrol,Individual,Manual,Second Owner,185000
161511,22.07 kmpl,1199 CC,73.9 bhp,5,2013,38000,Diesel,Individual,Manual,First Owner,550000
161512,26.2 km/kg,998 CC,58.2 bhp,5,2012,100000,LPG,Individual,Manual,Second Owner,300000
161513,,,,,2012,60000,Petrol,Individual,Manual,Third Owner,175000
161514,12.8 kmpl,2494 CC,102 bhp,8,2011,110000,Diesel,Individual,Manual,First Owner,900000
161515,21.9 kmpl,1498 CC,98.6 bhp,7,2016,92000,Diesel,Individual,Manual,First Owner,900000
161516,15.96 kmpl,2523 CC,62.1 bhp,9,2012,180000,Diesel,Individual,Manual,Third Owner,550000
161517,21.4 kmpl,1197 CC,83.1 bhp,5,2018,10000,Petrol,Individual,Manual,First Owner,625000
161518,24.7 kmpl,796 CC,47.3 bhp,5,2017,35000,Petrol,Individual,Manual,Second Owner,310000
161519,28.4 kmpl,1248 CC,74 bhp,5,2017,35000,Diesel,Individual,Manual,First Owner,500000
161520,24.0 kmpl,1120 CC,70 bhp,5,2016,23000,Diesel,Individual,Manual,First Owner,610000
161521,19.09 kmpl,1396 CC,69 bhp,5,2012,150000,Diesel,Individual,Manual,Third Owner,150000
161522,24.4 kmpl,1120 CC,71 bhp,5,2015,70000,Diesel,Individual,Manual,First Owner,480000
161523,18.6 kmpl,1197 CC,81.83 bhp,5,2017,40000,Petrol,Individual,Manual,First Owner,650000
161524,21.9 kmpl,1396 CC,90 bhp,5,2012,100000,Diesel,Individual,Manual,Second Owner,290000
161525,24.7 kmpl,796 CC,47.3 bhp,5,2017,50000,Petrol,Individual,Manual,Second Owner,300000
161526,19.3 kmpl,1248 CC,73.9 bhp,5,2010,120000,Diesel,Individual,Manual,Fourth & Above Owner,270000
161527,24.4 kmpl,1120 CC,71 bhp,5,2015,60000,Diesel,Individual,Manual,Second Owner,400000
161528,22.74 kmpl,796 CC,47.3 bhp,5,2015,28000,Petrol,Individual,Manual,Second Owner,280000
161529,17.5 kmpl,1298 CC,85.8 bhp,5,2009,60000,Petrol,Individual,Manual,Third Owner,250000
161530,19.3 kmpl,1248 CC,73.9 bhp,5,2012,80000,Diesel,Individual,Manual,Second Owner,495000
161531,10.91 kmpl,3198 CC,197 bhp,7,2018,12000,Diesel,Individual,Automatic,First Owner,3250000
161532,19.5 kmpl,1199 CC,88.76 bhp,5,2019,4500,Petrol,Individual,Manual,First Owner,700000
161533,25.0 kmpl,1396 CC,69 bhp,5,2013,70000,Diesel,Individual,Manual,First Owner,310000
161534,19.87 kmpl,1461 CC,83.8 bhp,5,2017,120000,Diesel,Individual,Manual,First Owner,650000
161535,19.0 kmpl,1199 CC,88.7 bhp,5,2015,80000,Petrol,Individual,Automatic,First Owner,600000
161536,11.57 kmpl,2179 CC,138.1 bhp,7,2009,150000,Diesel,Individual,Manual,Fourth & Above Owner,150000
161537,15.7 kmpl,1390 CC,75 bhp,5,2009,120000,Petrol,Individual,Manual,First Owner,135000
161538,23.4 kmpl,1248 CC,74 bhp,5,2014,50000,Diesel,Individual,Manual,First Owner,650000
161539,16.8 kmpl,1497 CC,116.3 bhp,5,2012,83000,Petrol,Individual,Manual,First Owner,550000
161540,28.4 kmpl,1248 CC,74.02 bhp,5,2017,20000,Diesel,Individual,Manual,First Owner,650000
161541,12.9 kmpl,2755 CC,174.5 bhp,7,2018,49000,Diesel,Individual,Automatic,First Owner,2900000
161542,18.5 kmpl,1198 CC,86.8 bhp,5,2017,6750,Petrol,Individual,Manual,First Owner,450000
161543,20.73 kmpl,1373 CC,91.1 bhp,5,2015,26000,Petrol,Individual,Manual,First Owner,650000
161544,17.0 kmpl,1197 CC,81.86 bhp,5,2017,52000,Petrol,Individual,Manual,First Owner,430000
161545,17.01 kmpl,1582 CC,126.2 bhp,5,2017,51000,Diesel,Individual,Automatic,First Owner,1143000
161546,22.0 kmpl,1197 CC,81.80 bhp,5,2019,20000,Petrol,Individual,Automatic,First Owner,700000
161547,18.5 kmpl,1197 CC,85.80 bhp,5,2011,18500,Petrol,Individual,Manual,First Owner,229999
161548,18.49 kmpl,1493 CC,100 bhp,7,2017,142000,Diesel,Individual,Manual,First Owner,509999
161549,15.85 kmpl,1499 CC,110.4 bhp,5,2016,50478,Petrol,Individual,Manual,First Owner,670000
161550,23.84 kmpl,1199 CC,83.83 bhp,5,2019,9200,Petrol,Individual,Automatic,First Owner,525000
161551,19.87 kmpl,1461 CC,83.8 bhp,5,2016,40000,Diesel,Individual,Manual,First Owner,515000
161552,21.01 kmpl,1197 CC,81.80 bhp,5,2020,5000,Petrol,Individual,Manual,First Owner,630000
161553,22.7 kmpl,799 CC,53.64 bhp,5,2019,2300,Petrol,Individual,Manual,First Owner,270000
161554,22.74 kmpl,796 CC,47.3 bhp,5,2016,40000,Petrol,Individual,Manual,First Owner,300000
161555,14.0 kmpl,2489 CC,95 bhp,8,2012,119000,Diesel,Individual,Manual,First Owner,250000
161556,19.7 kmpl,796 CC,46.3 bhp,5,2005,100000,Petrol,Individual,Manual,Fourth & Above Owner,90000
161557,24.52 kmpl,1248 CC,88.5 bhp,7,2017,100000,Diesel,Individual,Manual,First Owner,750000
161558,18.9 kmpl,1061 CC,67 bhp,5,2009,50000,Petrol,Individual,Manual,Second Owner,135000
161559,15.1 kmpl,1196 CC,73 bhp,5,2013,80000,Petrol,Individual,Manual,Second Owner,275000
161560,17.0 kmpl,1198 CC,108.5 bhp,5,2018,15000,Petrol,Individual,Manual,First Owner,740000
161561,17.8 kmpl,1198 CC,86.7 bhp,5,2019,1303,Petrol,Dealer,Manual,First Owner,690000
161562,17.01 kmpl,1968 CC,188 bhp,5,2018,31800,Diesel,Dealer,Automatic,First Owner,3975000
161563,22.37 kmpl,2487 CC,214.56 bhp,5,2019,20000,Petrol,Dealer,Automatic,First Owner,5150000
161564,19.33 kmpl,1999 CC,177 bhp,5,2017,45000,Diesel,Dealer,Automatic,First Owner,3200000
161565,9.5 kmpl,3604 CC,280 bhp,5,2017,17000,Petrol,Individual,Automatic,First Owner,4100000
161566,17.1 kmpl,1496 CC,105.5 bhp,5,2018,4295,Petrol,Trustmark Dealer,Manual,First Owner,1000000
161567,17.1 kmpl,1496 CC,105.5 bhp,5,2018,5229,Petrol,Trustmark Dealer,Manual,First Owner,1000000
161568,20.7 kmpl,1197 CC,81.86 bhp,5,2019,4701,Petrol,Trustmark Dealer,Manual,First Owner,550000
161569,21.01 kmpl,1197 CC,81.80 bhp,5,2016,6757,Petrol,Trustmark Dealer,Manual,First Owner,600000
161570,14.3 kmpl,1598 CC,103.52 bhp,5,2016,28182,Petrol,Trustmark Dealer,Automatic,First Owner,675000
161571,14.23 kmpl,1498 CC,104.55 bhp,5,2019,11533,Petrol,Trustmark Dealer,Manual,First Owner,950000
161572,17.8 kmpl,1497 CC,117.3 bhp,5,2017,11688,Petrol,Trustmark Dealer,Manual,First Owner,850000
161573,19.16 kmpl,2494 CC,157.7 bhp,5,2016,68089,Petrol,Trustmark Dealer,Automatic,First Owner,2000000
161574,14.53 kmpl,1794 CC,138.1 bhp,5,2012,57728,Petrol,Trustmark Dealer,Automatic,First Owner,550000
161575,28.09 kmpl,1248 CC,88.5 bhp,5,2018,23712,Diesel,Trustmark Dealer,Manual,First Owner,925000
161576,16.5 kmpl,1499 CC,110 bhp,5,2015,70670,Petrol,Trustmark Dealer,Automatic,First Owner,625000
161577,22.74 kmpl,796 CC,47.3 bhp,5,2014,43381,Petrol,Dealer,Manual,Second Owner,200000
161578,18.0 kmpl,1497 CC,117.3 bhp,5,2014,79011,Petrol,Trustmark Dealer,Automatic,First Owner,635000
161579,18.2 kmpl,1199 CC,88.7 bhp,5,2016,56494,Petrol,Trustmark Dealer,Manual,First Owner,550000
161580,21.79 kmpl,1248 CC,88.73 bhp,5,2014,50000,Diesel,Individual,Manual,Second Owner,425000
161581,18.9 kmpl,998 CC,67.1 bhp,5,2011,40000,Petrol,Individual,Manual,First Owner,220000
161582,18.9 kmpl,1197 CC,81.86 bhp,5,2018,10000,Petrol,Individual,Manual,First Owner,590000
161583,16.55 kmpl,2498 CC,105 bhp,6,2017,35000,Diesel,Individual,Manual,First Owner,775000
161584,18.5 kmpl,1197 CC,85.80 bhp,5,2015,58500,Petrol,Individual,Manual,First Owner,350000
161585,21.4 kmpl,1197 CC,83.1 bhp,5,2018,20000,Petrol,Individual,Manual,First Owner,575000
161586,18.06 kmpl,1198 CC,75 bhp,5,2011,43500,Petrol,Individual,Manual,Second Owner,200000
161587,17.6 kmpl,2179 CC,153.86 bhp,7,2018,30000,Diesel,Individual,Manual,First Owner,1575000
161588,22.77 kmpl,1498 CC,98.59 bhp,5,2015,63000,Diesel,Individual,Manual,First Owner,600000
161589,15.96 kmpl,2523 CC,62.1 bhp,7,2016,35000,Diesel,Individual,Manual,First Owner,720000
161590,19.09 kmpl,1396 CC,69 bhp,5,2012,110000,Diesel,Individual,Manual,Second Owner,158000
161591,17.6 kmpl,2179 CC,153.86 bhp,7,2018,25000,Diesel,Individual,Manual,First Owner,1575000
161592,17.36 kmpl,1197 CC,81.86 bhp,5,2017,30000,Petrol,Individual,Automatic,First Owner,580000
161593,15.96 kmpl,2523 CC,62.1 bhp,7,2012,50000,Diesel,Individual,Manual,First Owner,420000
161594,17.3 kmpl,1497 CC,121 bhp,8,2018,35000,Diesel,Individual,Manual,First Owner,1200000
161595,23.01 kmpl,999 CC,67 bhp,5,2018,30000,Petrol,Individual,Manual,First Owner,350000
161596,17.4 kmpl,1497 CC,117.3 bhp,5,2014,56000,Petrol,Individual,Manual,First Owner,650000
161597,20.51 kmpl,998 CC,67.04 bhp,5,2017,12700,Petrol,Individual,Manual,First Owner,400000
161598,21.5 kmpl,1497 CC,108.5 bhp,5,2018,35000,Diesel,Individual,Manual,First Owner,700000
161599,19.1 kmpl,1197 CC,82 bhp,5,2017,30000,Petrol,Individual,Manual,First Owner,520000
161600,12.05 kmpl,2179 CC,120 bhp,9,2012,120000,Diesel,Individual,Manual,First Owner,450000
161601,14.1 kmpl,2179 CC,147.94 bhp,7,2017,100000,Diesel,Individual,Manual,First Owner,850000
161602,25.17 kmpl,799 CC,53.3 bhp,5,2017,34000,Petrol,Individual,Manual,First Owner,350000
161603,13.0 kmpl,2489 CC,95 bhp,8,2011,56000,Diesel,Individual,Manual,First Owner,450000
161604,19.81 kmpl,1086 CC,68.05 bhp,5,2008,90000,Petrol,Individual,Manual,First Owner,165000
161605,17.92 kmpl,1086 CC,62.1 bhp,5,2010,65000,Petrol,Individual,Manual,Second Owner,160000
161606,13.93 kmpl,2179 CC,138 bhp,7,2011,80000,Diesel,Individual,Manual,First Owner,300000
161607,12.05 kmpl,2179 CC,120 bhp,8,2012,90000,Diesel,Individual,Manual,Third Owner,550000
161608,23.95 kmpl,998 CC,67.05 bhp,5,2015,40000,Petrol,Individual,Manual,First Owner,285000
161609,19.67 kmpl,1582 CC,126.2 bhp,5,2016,58000,Diesel,Individual,Manual,First Owner,850000
161610,19.0 kmpl,1194 CC,94.68 bhp,5,2018,19100,Petrol,Individual,Manual,First Owner,700000
161611,19.34 kmpl,1462 CC,103 bhp,7,2018,25000,Petrol,Individual,Manual,First Owner,900000
161612,19.7 kmpl,796 CC,46.3 bhp,5,2005,49455,Petrol,Individual,Manual,First Owner,180000
161613,21.1 kmpl,814 CC,55.2 bhp,5,2016,100000,Petrol,Individual,Manual,First Owner,220000
161614,22.3 kmpl,1248 CC,74 bhp,5,2013,120000,Diesel,Individual,Manual,First Owner,120000
161615,17.0 kmpl,1197 CC,80 bhp,5,2010,90000,Petrol,Individual,Manual,Fourth & Above Owner,220000
161616,22.1 kmpl,1248 CC,76.9 bhp,5,2013,46815,Diesel,Individual,Manual,Second Owner,420000
161617,19.4 kmpl,1405 CC,70 bhp,5,2013,110000,Diesel,Individual,Manual,First Owner,160000
161618,21.1 kmpl,814 CC,55.2 bhp,5,2015,80000,Petrol,Individual,Manual,First Owner,250000
161619,20.77 kmpl,1248 CC,88.8 bhp,7,2013,100000,Diesel,Individual,Manual,Third Owner,385000
161620,20.51 kmpl,998 CC,67.06 bhp,5,2014,80000,Petrol,Individual,Manual,First Owner,318000
161621,20.14 kmpl,1197 CC,81.86 bhp,5,2018,40000,Petrol,Individual,Manual,First Owner,480000
161622,23.1 kmpl,998 CC,67.04 bhp,5,2015,70000,Petrol,Individual,Manual,Third Owner,330000
161623,17.0 kmpl,1405 CC,71 bhp,5,2011,80000,Diesel,Individual,Manual,First Owner,152000
161624,22.74 kmpl,796 CC,47.3 bhp,5,2014,40000,Petrol,Individual,Manual,First Owner,250000
161625,17.0 kmpl,1405 CC,71 bhp,5,2011,80000,Diesel,Individual,Manual,First Owner,248000
161626,18.06 kmpl,1198 CC,75 bhp,5,2011,60000,Petrol,Individual,Manual,Second Owner,300000
161627,18.6 kmpl,1197 CC,81.83 bhp,5,2017,50000,Petrol,Individual,Manual,First Owner,550000
161628,22.54 kmpl,1396 CC,88.73 bhp,5,2016,30000,Diesel,Individual,Manual,First Owner,650000
161629,18.9 kmpl,1197 CC,82 bhp,5,2017,25000,Petrol,Individual,Manual,First Owner,445000
161630,12.8 kmpl,2494 CC,102 bhp,7,2010,334000,Diesel,Individual,Manual,First Owner,450000
161631,17.45 kmpl,1493 CC,100 bhp,7,2016,100000,Diesel,Individual,Manual,First Owner,600000
161632,19.01 kmpl,1461 CC,108.45 bhp,5,2014,175000,Diesel,Individual,Manual,First Owner,495000
161633,12.6 kmpl,1586 CC,103.3 bhp,5,2011,65000,Petrol,Individual,Automatic,Third Owner,220000
161634,12.6 kmpl,1586 CC,103.3 bhp,5,2011,65000,Petrol,Individual,Automatic,Third Owner,260000
161635,17.92 kmpl,1086 CC,62.1 bhp,5,2009,90000,Petrol,Individual,Manual,First Owner,150000
161636,20.0 kmpl,1399 CC,68 bhp,5,2011,80000,Diesel,Individual,Manual,Second Owner,200000
161637,16.36 kmpl,2179 CC,140 bhp,7,2018,110000,Diesel,Individual,Manual,First Owner,1465000
161638,,,,,2012,80000,Diesel,Individual,Manual,Second Owner,285000
161639,20.0 kmpl,1339 CC,108.5 bhp,5,2008,60000,Petrol,Individual,Automatic,Third Owner,250000
161640,14.95 kmpl,2489 CC,93.7 bhp,7,2014,160000,Diesel,Individual,Manual,First Owner,310000
161641,11.79 kmpl,2179 CC,120 bhp,8,2010,100875,Diesel,Individual,Automatic,First Owner,600000
161642,21.4 kmpl,1197 CC,83.1 bhp,5,2018,20000,Petrol,Individual,Manual,First Owner,560000
161643,20.85 kmpl,1197 CC,83.14 bhp,5,2016,30000,Petrol,Individual,Manual,First Owner,500000
161644,24.0 kmpl,1120 CC,70 bhp,5,2013,118000,Diesel,Individual,Manual,First Owner,270000
161645,22.32 kmpl,1582 CC,126.32 bhp,5,2013,69000,Diesel,Individual,Manual,Third Owner,420000
161646,20.85 kmpl,1197 CC,83.14 bhp,5,2015,25000,Petrol,Individual,Manual,Second Owner,434999
161647,16.9 kmpl,1197 CC,81.86 bhp,5,2015,100000,Petrol,Individual,Automatic,First Owner,400000
161648,26.59 kmpl,1248 CC,74 bhp,5,2015,110000,Diesel,Individual,Manual,First Owner,470000
161649,20.45 kmpl,1461 CC,83.8 bhp,5,2015,60000,Diesel,Individual,Manual,Third Owner,480000
161650,0.0 kmpl,1086 CC,62 bhp,5,2008,128000,Petrol,Individual,Manual,First Owner,105000
161651,27.28 kmpl,1047 CC,69 bhp,5,2017,120000,Diesel,Individual,Manual,First Owner,325000
161652,,,,,2012,80000,Diesel,Individual,Manual,Second Owner,280000
161653,20.7 kmpl,1197 CC,81.86 bhp,5,2020,5000,Petrol,Individual,Automatic,First Owner,675000
